"Country or Area","Year","Value","Value Footnotes","Unit"
"China, Macao Special Administrative Region","2012","17269","7","tonnes"
"China, Macao Special Administrative Region","2011","17116","7","tonnes"
"China, Macao Special Administrative Region","2010","11915","7","tonnes"
"China, Macao Special Administrative Region","2009","11256","7","tonnes"
"China, Macao Special Administrative Region","2008","8376","7","tonnes"
"China, Macao Special Administrative Region","2007","5970","7","tonnes"
"China, Macao Special Administrative Region","2006","6115","7","tonnes"
"China, Macao Special Administrative Region","2005","5562","7","tonnes"
"China, Macao Special Administrative Region","2004","5519","7","tonnes"
"China, Macao Special Administrative Region","2003","5616","7","tonnes"
"China, Macao Special Administrative Region","2002","4986","7","tonnes"
"China, Macao Special Administrative Region","2001","4230","7","tonnes"
"China, Macao Special Administrative Region","2000","3963","7","tonnes"
"China, Macao Special Administrative Region","1999","3698","7","tonnes"
"China, Macao Special Administrative Region","1998","3647","7","tonnes"
"China, Macao Special Administrative Region","1997","4004","7","tonnes"
"Croatia","2014","10035","","tonnes"
"Croatia","2012","10319","","tonnes"
"Croatia","2010","8793","","tonnes"
"Croatia","2008","3246","","tonnes"
"Croatia","2006","562856","","tonnes"
"Croatia","2004","14078","","tonnes"
"Cuba","2015","137887","","tonnes"
"Cuba","2014","116000","","tonnes"
"Cuba","2013","170000","","tonnes"
"Cuba","2012","118909","","tonnes"
"Cuba","2011","7300","","tonnes"
"Cuba","2010","12421","","tonnes"
"Cyprus","2014","141259","","tonnes"
"Cyprus","2012","5576","","tonnes"
"Cyprus","2010","14814","","tonnes"
"Cyprus","2008","13154","","tonnes"
"Cyprus","2006","5064","","tonnes"
"Cyprus","2004","18904","","tonnes"
"Czechia","2014","35512","","tonnes"
"Czechia","2012","36716","","tonnes"
"Czechia","2010","60288","","tonnes"
"Czechia","2008","79496","","tonnes"
"Czechia","2006","65263","","tonnes"
"Czechia","2004","150858","","tonnes"
"Denmark","2014","1195969","","tonnes"
"Denmark","2012","522988","","tonnes"
"Denmark","2010","668190","","tonnes"
"Denmark","2008","169800","","tonnes"
"Denmark","2006","163542","","tonnes"
"Denmark","2004","115162","","tonnes"
"Dominica","2002","502","","tonnes"
"Estonia","2014","8983360","","tonnes"
"Estonia","2012","7466476","","tonnes"
"Estonia","2010","7979192","","tonnes"
"Estonia","2008","6429778","","tonnes"
"Estonia","2006","6315240","","tonnes"
"Estonia","2004","6643259","","tonnes"
"Finland","2014","1551237","","tonnes"
"Finland","2012","950554","","tonnes"
"Finland","2010","877708","","tonnes"
"Finland","2008","1721934","","tonnes"
"Finland","2006","1738261","","tonnes"
"Finland","2004","1818793","","tonnes"
"France","2014","2672055","","tonnes"
"France","2012","2838870","","tonnes"
"France","2010","2729389","","tonnes"
"France","2008","2120360","","tonnes"
"France","2006","1769040","","tonnes"
"France","2004","1707000","","tonnes"
"French Guiana","2013","71","","tonnes"
"Georgia","2005","0","","tonnes"
"Georgia","2004","0","","tonnes"
"Georgia","1990","0","","tonnes"
"Germany","2014","4649719","","tonnes"
"Germany","2012","4863231","","tonnes"
"Germany","2010","3983980","","tonnes"
"Germany","2008","5215311","","tonnes"
"Germany","2006","4826070","","tonnes"
"Germany","2004","5570009","","tonnes"
"Greece","2014","19303","","tonnes"
"Greece","2012","16997","","tonnes"
"Greece","2010","11910","","tonnes"
"Greece","2008","15748","","tonnes"
"Greece","2006","33118","","tonnes"
"Greece","2004","143971","","tonnes"
"Guadeloupe","2013","151","","tonnes"
"Guadeloupe","2008","7748","8","tonnes"
"Guadeloupe","2007","3000","8","tonnes"
"Guatemala","2012","4","9","tonnes"
"Guatemala","2011","4","9","tonnes"
"Guatemala","2010","3","9","tonnes"
"Hungary","2014","85563","","tonnes"
"Hungary","2012","155827","","tonnes"
"Hungary","2010","87068","","tonnes"
"Hungary","2008","215076","","tonnes"
"Hungary","2006","836448","","tonnes"
"Hungary","2004","81207","","tonnes"
"Iceland","2014","11456","10","tonnes"
"Iceland","2012","758","","tonnes"
"Iceland","2010","1386","","tonnes"
"Iceland","2008","129039","","tonnes"
"Iceland","2004","2000","","tonnes"
"India","2015","3821571","","tonnes"
"India","2014","3364549","","tonnes"
"India","2012","1997733","","tonnes"
"India","2011","3321147","","tonnes"
"India","2008","2728326","","tonnes"
"India","2000","5250173","","tonnes"
"Iraq","2015","16645","","tonnes"
"Iraq","2010","15096","11","tonnes"
"Ireland","2014","37741","","tonnes"
"Ireland","2012","15853","","tonnes"
"Ireland","2010","21011","","tonnes"
"Ireland","2008","12583","","tonnes"
"Ireland","2006","13790","","tonnes"
"Ireland","2004","13675","","tonnes"
"Italy","2014","1268619","","tonnes"
"Italy","2012","1063650","","tonnes"
"Italy","2010","736999","","tonnes"
"Italy","2008","690629","","tonnes"
"Italy","2006","518527","","tonnes"
"Italy","2004","615182","","tonnes"
"Jamaica","1996","2500","","tonnes"
"Jordan","2011","26539.400390625","","tonnes"
"Jordan","2010","10026.2998046875","","tonnes"
"Jordan","2009","6883.60009765625","","tonnes"
"Jordan","2008","382.638000488281","","tonnes"
"Jordan","2004","0","","tonnes"
"Jordan","2003","57.2000007629395","","tonnes"
"Kazakhstan","2015","676513.875","","tonnes"
"Kazakhstan","2014","581783.6875","","tonnes"
"Kazakhstan","2013","484519.59375","","tonnes"
"Kazakhstan","2012","980434.9375","","tonnes"
"Kazakhstan","2011","8948527","","tonnes"
"Kazakhstan","2010","4484692","","tonnes"
"Kazakhstan","2009","570977","","tonnes"
"Kazakhstan","2008","2561928","","tonnes"
"Kazakhstan","2007","2168479.75","","tonnes"
"Kazakhstan","2006","365585.53125","","tonnes"
"Kazakhstan","2005","104829.9921875","","tonnes"
"Kazakhstan","2004","170632.34375","","tonnes"
"Latvia","2014","6681","","tonnes"
"Latvia","2012","3378","","tonnes"
"Latvia","2010","5563","","tonnes"
"Latvia","2008","1115","","tonnes"
"Latvia","2006","705","","tonnes"
"Latvia","2004","726","","tonnes"
"Lithuania","2014","18344","","tonnes"
"Lithuania","2012","23687","","tonnes"
"Lithuania","2010","4523","","tonnes"
"Lithuania","2008","2343","","tonnes"
"Lithuania","2006","1810","","tonnes"
"Lithuania","2004","23272","","tonnes"
"Luxembourg","2014","0","","tonnes"
"Luxembourg","2012","0","","tonnes"
"Luxembourg","2010","0","","tonnes"
"Luxembourg","2008","0","","tonnes"
"Luxembourg","2006","0","","tonnes"
"Luxembourg","2004","0","","tonnes"
"Madagascar","2007","33812","","tonnes"
"Malaysia","2015","76513","","tonnes"
"Malaysia","2014","64973.55078125","","tonnes"
"Malaysia","2013","56455.66015625","","tonnes"
"Malaysia","2012","61497.30078125","","tonnes"
"Malaysia","2011","67089.390625","","tonnes"
"Malaysia","2010","69056.9765625","","tonnes"
"Malaysia","2009","138331","","tonnes"
"Malaysia","2008","151311.828125","","tonnes"
"Malaysia","2007","128999.0703125","","tonnes"
"Malaysia","2006","120174.1015625","","tonnes"
"Malaysia","2005","94158.1796875","","tonnes"
"Malaysia","2004","88268","","tonnes"
"Malaysia","2003","81358.8203125","","tonnes"
"Malaysia","2002","85797","","tonnes"
"Malaysia","2001","76334","","tonnes"
"Malaysia","2000","84321","","tonnes"
"Malta","2014","0","","tonnes"
"Malta","2012","0","","tonnes"
"Malta","2010","0","","tonnes"
"Malta","2008","0","","tonnes"
"Malta","2006","0","","tonnes"
"Malta","2004","0","","tonnes"
"Martinique","2013","2371","","tonnes"
"Martinique","2010","2729","","tonnes"
"Martinique","2008","2766","8","tonnes"
"Mauritius","2015","216.779998779297","12","tonnes"
"Mauritius","2014","104.540000915527","12","tonnes"
"Mauritius","2013","172.279998779297","12","tonnes"
"Mauritius","2012","41.8600006103516","12","tonnes"
"Mauritius","2011","23.6200008392334","12","tonnes"
"Mauritius","2010","10.7600002288818","12","tonnes"
"Mauritius","2009","360","12","tonnes"
"Mauritius","2008","37","12","tonnes"
"Mauritius","2007","264","12","tonnes"
"Mauritius","2006","22","12","tonnes"
"Mauritius","2005","107","12","tonnes"
"Mauritius","2004","48","12","tonnes"
"Mauritius","2003","71","12","tonnes"
"Monaco","2015","0","","tonnes"
"Monaco","2014","0","","tonnes"
"Monaco","2013","0","","tonnes"
"Monaco","2012","0","","tonnes"
"Monaco","2011","0","","tonnes"
"Monaco","2010","0","","tonnes"
"Monaco","2009","0","","tonnes"
"Monaco","2008","0","","tonnes"
"Monaco","2007","0","","tonnes"
"Monaco","2006","0","","tonnes"
"Monaco","2005","0","","tonnes"
"Monaco","2004","0","","tonnes"
"Monaco","2003","0","","tonnes"
"Monaco","2002","0","","tonnes"
"Monaco","2001","0","","tonnes"
"Monaco","2000","0","","tonnes"
"Monaco","1999","0","","tonnes"
"Monaco","1998","0","","tonnes"
"Monaco","1997","0","","tonnes"
"Monaco","1996","0","","tonnes"
"Monaco","1995","0","","tonnes"
"Monaco","1990","0","","tonnes"
"Morocco","2008","58810","13","tonnes"
"Netherlands","2014","1334382","","tonnes"
"Netherlands","2012","1134686","","tonnes"
"Netherlands","2010","809561","","tonnes"
"Netherlands","2008","1056166","","tonnes"
"Netherlands","2006","973305","","tonnes"
"Netherlands","2004","544724","","tonnes"
"Niger","2005","554000","","tonnes"
"Niger","2004","503000","","tonnes"
"Norway","2014","800832","","tonnes"
"Norway","2012","463658","","tonnes"
"Norway","2010","627234","","tonnes"
"Norway","2008","1021516","","tonnes"
"Norway","2006","1122502","","tonnes"
"Norway","2004","919780","","tonnes"
"Panama","2011","3094.69995117188","14","tonnes"
"Panama","2010","3037.10009765625","14","tonnes"
"Panama","2009","2338.30004882813","14","tonnes"
"Panama","2008","1682.91003417969","14","tonnes"
"Panama","2007","1181.86999511719","14","tonnes"
"Panama","2006","1775.17004394531","14","tonnes"
"Panama","2005","1547.10998535156","14","tonnes"
"Panama","2004","1509.92004394531","14","tonnes"
"Panama","2003","1689.53002929688","14","tonnes"
"Panama","2002","1363.67004394531","14","tonnes"
"Panama","2001","763.570007324219","14","tonnes"
"Panama","2000","281.410003662109","14","tonnes"
"Panama","1999","290.5","","tonnes"
"Panama","1995","217.933242797852","","tonnes"
"Panama","1990","173.172698974609","","tonnes"
"Philippines","2011","155931","","tonnes"
"Philippines","2010","174937","","tonnes"
"Philippines","2009","133890","","tonnes"
"Philippines","2008","312934.875","","tonnes"
"Philippines","2007","631193","","tonnes"
"Philippines","2006","1051022","","tonnes"
"Philippines","2005","956749.375","","tonnes"
"Philippines","2000","140336","15","tonnes"
"Philippines","1995","140336","15","tonnes"
"Poland","2014","246212","","tonnes"
"Poland","2012","132213","","tonnes"
"Poland","2010","308822","","tonnes"
"Poland","2008","617609","","tonnes"
"Poland","2006","767157","","tonnes"
"Poland","2004","617880","","tonnes"
"Portugal","2014","16354","","tonnes"
"Portugal","2012","9884","","tonnes"
"Portugal","2010","82316","","tonnes"
"Portugal","2008","53208","","tonnes"
"Portugal","2006","1583826","","tonnes"
"Portugal","2004","1352913","","tonnes"
"Republic of Moldova","2015","25","","tonnes"
"Republic of Moldova","2014","38","","tonnes"
"Republic of Moldova","2013","30","","tonnes"
"Republic of Moldova","2012","112","","tonnes"
"Republic of Moldova","2011","20","","tonnes"
"Republic of Moldova","2010","148","","tonnes"
"Republic of Moldova","2009","746","","tonnes"
"Republic of Moldova","2008","188","","tonnes"
"Republic of Moldova","2007","408","","tonnes"
"Republic of Moldova","2006","273","","tonnes"
"Republic of Moldova","2005","669","","tonnes"
"Republic of Moldova","2004","1034","","tonnes"
"Republic of Moldova","2003","1904","","tonnes"
"Republic of Moldova","2002","498","","tonnes"
"Republic of Moldova","2001","481","","tonnes"
"Republic of Moldova","2000","642","","tonnes"
"Republic of Moldova","1999","784","","tonnes"
"Republic of Moldova","1998","941","","tonnes"
"Republic of Moldova","1997","1066","","tonnes"
"Republic of Moldova","1996","744","","tonnes"
"Republic of Moldova","1995","1043","","tonnes"
"Republic of Moldova","1990","54898","","tonnes"
"Réunion","2013","1614","","tonnes"
"Romania","2014","152687","","tonnes"
"Romania","2012","115202","","tonnes"
"Romania","2010","61307","","tonnes"
"Romania","2008","21075","","tonnes"
"Romania","2006","641467","","tonnes"
"Romania","2004","1513700","","tonnes"
"Russian Federation","2013","29487460","","tonnes"
"Russian Federation","2012","28423888","","tonnes"
"Russian Federation","2011","31976644","","tonnes"
"Russian Federation","2010","39142560","","tonnes"
"Russian Federation","2009","54002428","","tonnes"
"Russian Federation","2008","45113420","","tonnes"
"Russian Federation","2007","44201572","","tonnes"
"Russian Federation","2006","34128464","","tonnes"
"Russian Federation","2005","47354600","","tonnes"
"Russian Federation","2004","32107948","","tonnes"
"Russian Federation","2003","82665840","","tonnes"
"Saint Lucia","2015","80","","tonnes"
"Saint Lucia","2014","40","","tonnes"
"Saint Lucia","2013","51","","tonnes"
"Saint Lucia","2012","63","","tonnes"
"Saint Lucia","2011","70","","tonnes"
"Saint Lucia","2010","146","","tonnes"
"Saint Lucia","2009","175","","tonnes"
"Saint Lucia","2008","64","","tonnes"
"Saint Lucia","2007","90","","tonnes"
"Saint Lucia","2006","115","","tonnes"
"Saint Lucia","2005","48","","tonnes"
"Saint Lucia","2004","173","","tonnes"
"Saint Vincent and the Grenadines","2002","0.150000005960464","","tonnes"
"Serbia","2015","16494383","","tonnes"
"Serbia","2014","13434946","","tonnes"
"Serbia","2013","16528642","","tonnes"
"Serbia","2012","14386836","","tonnes"
"Serbia","2011","12711008","","tonnes"
"Serbia","2010","11082001","","tonnes"
"Serbia","2009","9963501","","tonnes"
"Serbia","2008","8255117","","tonnes"
"Slovakia","2014","137203","","tonnes"
"Slovakia","2012","134816","","tonnes"
"Slovakia","2010","145445","","tonnes"
"Slovakia","2008","228251","","tonnes"
"Slovakia","2006","194262","","tonnes"
"Slovakia","2004","135760","","tonnes"
"Slovenia","2014","10675","","tonnes"
"Slovenia","2012","12539","","tonnes"
"Slovenia","2010","29970","","tonnes"
"Slovenia","2008","49426","","tonnes"
"Slovenia","2006","24144","","tonnes"
"Slovenia","2004","7734","","tonnes"
"South Africa","2015","3972718.5","16","tonnes"
"South Africa","2014","6295213","17","tonnes"
"South Africa","2013","13943534","","tonnes"
"South Africa","2012","12392995","18","tonnes"
"South Africa","2011","1187552","","tonnes"
"South Africa","2009","203766.796875","19","tonnes"
"South Africa","2008","108249","20","tonnes"
"South Africa","2007","98070.203125","21","tonnes"
"South Africa","2006","114048","22","tonnes"
"South Africa","2005","129728.6015625","23","tonnes"
"Spain","2014","524826","","tonnes"
"Spain","2012","643688","","tonnes"
"Spain","2010","901543","","tonnes"
"Spain","2008","1187376","","tonnes"
"Spain","2006","1254790","","tonnes"
"Spain","2004","1236503","","tonnes"
"State of Palestine","2014","4572","24","tonnes"
"State of Palestine","2012","4512","24","tonnes"
"State of Palestine","2010","4080","24","tonnes"
"State of Palestine","2009","14422.7998046875","24","tonnes"
"State of Palestine","2008","11886","24","tonnes"
"State of Palestine","2007","8466","24,25","tonnes"
"State of Palestine","2006","5113.2001953125","24","tonnes"
"State of Palestine","2005","5674.7998046875","24","tonnes"
"State of Palestine","2004","4570.7998046875","24","tonnes"
"State of Palestine","2003","6151.2001953125","24","tonnes"
"State of Palestine","2000","5016","26","tonnes"
"Sweden","2014","426026","","tonnes"
"Sweden","2012","466196","","tonnes"
"Sweden","2010","355732","","tonnes"
"Sweden","2008","384266","","tonnes"
"Sweden","2006","143853","","tonnes"
"Sweden","2004","494123","","tonnes"
"Thailand","1996","54708","","tonnes"
"The former Yugoslav Republic of Macedonia","2014","50.7449989318848","","tonnes"
"The former Yugoslav Republic of Macedonia","2012","676170.5","","tonnes"
"The former Yugoslav Republic of Macedonia","2010","726044.6875","27","tonnes"
"The former Yugoslav Republic of Macedonia","2008","2713.27001953125","28","tonnes"
"Turkey","2012","2750268","","tonnes"
"Turkey","2010","2932436","","tonnes"
"Turkey","2008","738319","","tonnes"
"Turkey","2006","26241","","tonnes"
"Turkey","2004","790840","","tonnes"
"Ukraine","2015","78649.5","","tonnes"
"Ukraine","2014","81584.3984375","","tonnes"
"Ukraine","2013","102982.3984375","","tonnes"
"Ukraine","2012","146759.90625","","tonnes"
"Ukraine","2011","138455.296875","","tonnes"
"Ukraine","2010","126848.796875","","tonnes"
"Ukraine","2009","333246.1875","","tonnes"
"Ukraine","2008","1066308.375","","tonnes"
"Ukraine","2007","990591.1875","","tonnes"
"Ukraine","2006","1056953","","tonnes"
"Ukraine","2005","948460.625","","tonnes"
"Ukraine","2004","1102787","","tonnes"
"Ukraine","2003","931700","","tonnes"
"Ukraine","2002","726922.1875","","tonnes"
"Ukraine","2001","640040.6875","","tonnes"
"Ukraine","2000","760625.5","","tonnes"
"Ukraine","1999","885368.5","","tonnes"
"Ukraine","1998","668887.375","","tonnes"
"Ukraine","1997","1392700","","tonnes"
"Ukraine","1996","1262863.75","","tonnes"
"Ukraine","1995","1232334.875","","tonnes"
"United Arab Emirates","2015","75040.34375","","tonnes"
"United Arab Emirates","2014","58778.98046875","","tonnes"
"United Arab Emirates","2013","49350.01171875","","tonnes"
"United Arab Emirates","2012","167075.171875","","tonnes"
"United Arab Emirates","2011","51697","","tonnes"
"United Arab Emirates","2010","144835.421875","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2014","869210","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2012","1034967","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2010","1317129","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2008","1270785","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2006","1533467","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2004","3011088","","tonnes"
"Zambia","2005","0","","tonnes"
"Zambia","2000","0","","tonnes"
"Zimbabwe","2015","0","","tonnes"
"Zimbabwe","2014","0","","tonnes"
"Zimbabwe","2013","0","","tonnes"
"Zimbabwe","2012","0","","tonnes"
"Zimbabwe","2011","0","","tonnes"
"Zimbabwe","2010","0","","tonnes"
"Zimbabwe","2009","0","","tonnes"
"Zimbabwe","2008","0","","tonnes"
"Zimbabwe","2007","0","","tonnes"
"Zimbabwe","2006","0","","tonnes"
"Zimbabwe","2005","0","","tonnes"
"Zimbabwe","2004","0","","tonnes"
"Zimbabwe","2003","0","","tonnes"
"Zimbabwe","2002","0","","tonnes"
"Zimbabwe","2001","0","","tonnes"
"Zimbabwe","2000","0","","tonnes"

"fnSeqID","Footnote"
"1","Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown."
"2","Classification of waste by classes of hazard is done in accordance with the relevant legislation of RA and the Classifier, which was last amended in 2010. That's why the indicators for the years preceding 2010 and the years following 2010 are not compatible."
"3","The big amount of hazardous waste landfilled in 2001 is because  of  the accumulation of Spent pot lining waste generated by ALBA for ten years ( 1991-2001), which was disposed at the landfill site (which started operation on 28th February 2001). Thus, all stockpiled SPL was sent by ALBA to the landfill site during 2001."
"4","95% of total collected hazarous waste."
"5","The figures partially consider utilization or disposal of waste accumulated during previous years. Besides, hazardous waste treated or disposed during the year includes hazardous waste exported during the year."
"6","Estimated data."
"7","Ash from incineration of municipal waste."
"8","Partial total."
"9","These amounts refer only to reports of asbestos sheets."
"10","Break in time series."
"11","Calculation of Iraq's environmental survey indicators for 2010 (water - sewerage - municipal services) represents the sum of hazardous waste collected and disposed of by (collection at temporary ad hoc sites, landfill in landfill sites and dumping in empty yards)."
"12","Data refer to acceptable hazardous wastes for landfilling such as asbestos, Clinical wastes and surgical waste. Data submitted are provisional."
"13","The amount deposited in landfill is equal to the sum of the amounts deposited in landfill directly and the ones the ones deposited in landfill after treatment."
"14","The data refer only to the amount of medical waste (clinical waste resulting from medical care provided in hospitals, medical centres and clinics, Basel Convention, Annex I Y1) collected in the districts of Panama (capital) and San Miguelito. Source: Urban and Households Sanitation Office (1995-2006) Urban and Households Sanitation Authority (2007-2012). By request of administrative records."
"15","Data refer to off-site treatment, including on-site storage, disposal, hazardous waste carried out, HW Exported and HW Unclassified. It is based on the study on Hazardous Waste Management in the Philippines by japan International Cooperation (JICA)."
"16","Source: all provinces except Northern Cape; 20 municipalities, 30 facilities."
"17","Source: all provinces except Northern Cape and Western Cape; 20 municipalities, 28 facilities."
"18","Source: Limpopo, Kwa Zulu Natal and Mpumalanga Provinces; 9 municipalities, 14 facilities."
"19","Source: 5 provinces (Mpumalanga, KZN, Free State , Eastern Cape and North West); 11 municipalities, 20 facilities."
"20","Source: 4 provinces (Mpumalanga, KZN, Free State and Eastern Cape) ; 8 municipalities, 17 facilities."
"21","Source: 4 provinces (Mpumalanga, KZN, Free State and Eastern Cape); 9 municipalities, 18 facilities."
"22","Source: 4 provinces (Mpumalanga, KZN, Free State and Eastern Cape); 7 municipalities, 15 facilities."
"23","Source: 4 provinces (Mpumalanga, KZN, Free State and Eastern Cape); 5 municipalities,10 facilities."
"24","Data refer to health care centers waste taken from the Environmental Survey for Health Care Centers."
"25","Not including data from the private sector healthcare centers."
"26","Data refer to waste from health care private centres taken from the Medical Environmental Survey."
"27","Data covers manufacturing and two additional sections of economic activities."
"28","Data covers manufacturing section only."
