"Country or Area","Year","Value","Value Footnotes","Unit"
"China, Hong Kong Special Administrative Region","2007","9118","4","tonnes"
"China, Hong Kong Special Administrative Region","2006","4882","4","tonnes"
"China, Hong Kong Special Administrative Region","2005","4234","4","tonnes"
"China, Hong Kong Special Administrative Region","2004","3154","4","tonnes"
"China, Hong Kong Special Administrative Region","2003","5116","4","tonnes"
"China, Hong Kong Special Administrative Region","2002","2969","4","tonnes"
"China, Hong Kong Special Administrative Region","2001","3547","4","tonnes"
"China, Hong Kong Special Administrative Region","2000","3258","4","tonnes"
"China, Hong Kong Special Administrative Region","1999","3718","4","tonnes"
"China, Hong Kong Special Administrative Region","1998","3623","4","tonnes"
"China, Hong Kong Special Administrative Region","1997","3704","4","tonnes"
"China, Hong Kong Special Administrative Region","1996","5754","4","tonnes"
"China, Hong Kong Special Administrative Region","1995","1101","4","tonnes"
"Croatia","2014","44649","","tonnes"
"Croatia","2012","54660","","tonnes"
"Croatia","2010","26371","","tonnes"
"Cuba","2015","20492","","tonnes"
"Cuba","2014","25055","","tonnes"
"Cuba","2013","17876","","tonnes"
"Cuba","2012","5334","","tonnes"
"Cuba","2011","5582","","tonnes"
"Cuba","2010","6956","","tonnes"
"Cyprus","2014","18755","","tonnes"
"Cyprus","2012","18533","","tonnes"
"Cyprus","2010","14552","","tonnes"
"Czechia","2014","222970","","tonnes"
"Czechia","2012","356786","","tonnes"
"Czechia","2010","391266","","tonnes"
"Denmark","2014","409697","","tonnes"
"Denmark","2012","324561","","tonnes"
"Denmark","2010","237150","","tonnes"
"Estonia","2014","1316434","","tonnes"
"Estonia","2012","1568605","","tonnes"
"Estonia","2010","933398","","tonnes"
"Finland","2014","169314","","tonnes"
"Finland","2012","285278","","tonnes"
"Finland","2010","286443","","tonnes"
"France","2014","2366474","","tonnes"
"France","2012","3475951","","tonnes"
"France","2010","3415081","","tonnes"
"French Guiana","2013","768","","tonnes"
"French Guiana","2008","1","5","tonnes"
"Georgia","2005","0","","tonnes"
"Georgia","2004","0","","tonnes"
"Georgia","1990","0","","tonnes"
"Germany","2014","9641160","","tonnes"
"Germany","2012","9687326","","tonnes"
"Germany","2010","9500261","","tonnes"
"Greece","2014","89564","","tonnes"
"Greece","2012","84931","","tonnes"
"Greece","2010","88500","","tonnes"
"Guadeloupe","2013","18880","","tonnes"
"Guatemala","2012","6320.89990234375","","tonnes"
"Guatemala","2011","10200","","tonnes"
"Guatemala","2010","3620","","tonnes"
"Guatemala","2009","3600","","tonnes"
"Hungary","2014","184295","","tonnes"
"Hungary","2012","124456","","tonnes"
"Hungary","2010","191809","","tonnes"
"Iceland","2014","25469","6","tonnes"
"Iceland","2012","10749","","tonnes"
"Iceland","2010","6352","","tonnes"
"India","2015","3152023","","tonnes"
"India","2014","3254904","","tonnes"
"India","2011","3980639","","tonnes"
"India","2008","3088387","","tonnes"
"India","2000","1429281","","tonnes"
"Iraq","2015","0","","tonnes"
"Iraq","2010","0","","tonnes"
"Ireland","2014","3220","","tonnes"
"Ireland","2012","22364","","tonnes"
"Ireland","2010","143043","","tonnes"
"Italy","2014","1821805","","tonnes"
"Italy","2012","1636793","","tonnes"
"Italy","2010","1866212","","tonnes"
"Jamaica","1996","0","","tonnes"
"Jordan","2011","323917.3125","","tonnes"
"Jordan","2010","51401.80078125","","tonnes"
"Jordan","2009","98345.203125","","tonnes"
"Jordan","2008","17152.26171875","","tonnes"
"Jordan","2004","0","","tonnes"
"Jordan","2003","40244.6015625","","tonnes"
"Kazakhstan","2015","74131552","","tonnes"
"Kazakhstan","2014","110138368","","tonnes"
"Kazakhstan","2013","81826296","","tonnes"
"Kazakhstan","2012","94720088","","tonnes"
"Kazakhstan","2011","45027776","","tonnes"
"Kazakhstan","2010","19586874","","tonnes"
"Kazakhstan","2009","59162456","","tonnes"
"Kazakhstan","2008","280732896","","tonnes"
"Kazakhstan","2007","237619312","","tonnes"
"Kazakhstan","2006","37880576","","tonnes"
"Kazakhstan","2005","10862084","","tonnes"
"Kazakhstan","2004","17680272","","tonnes"
"Kyrgyzstan","2015","4950896.5","","tonnes"
"Kyrgyzstan","2014","4983976","","tonnes"
"Kyrgyzstan","2013","3131828.75","","tonnes"
"Kyrgyzstan","2012","53942.76953125","","tonnes"
"Kyrgyzstan","2011","82317.140625","","tonnes"
"Kyrgyzstan","2010","187180.796875","","tonnes"
"Kyrgyzstan","2009","19342756","","tonnes"
"Kyrgyzstan","2008","3006","","tonnes"
"Kyrgyzstan","2007","7909705","","tonnes"
"Kyrgyzstan","2006","1258","","tonnes"
"Kyrgyzstan","2005","1555","","tonnes"
"Kyrgyzstan","2004","307","","tonnes"
"Kyrgyzstan","2003","5327","","tonnes"
"Kyrgyzstan","2002","39","","tonnes"
"Kyrgyzstan","2001","35","","tonnes"
"Kyrgyzstan","2000","4011426","","tonnes"
"Kyrgyzstan","1999","275","","tonnes"
"Kyrgyzstan","1998","32","","tonnes"
"Kyrgyzstan","1997","1477107","","tonnes"
"Kyrgyzstan","1996","191","","tonnes"
"Kyrgyzstan","1995","339","","tonnes"
"Latvia","2014","24564","","tonnes"
"Latvia","2012","35678","","tonnes"
"Latvia","2010","44942","","tonnes"
"Lithuania","2014","35181","","tonnes"
"Lithuania","2012","45540","","tonnes"
"Lithuania","2010","42850","","tonnes"
"Luxembourg","2014","2644","","tonnes"
"Luxembourg","2012","1640","","tonnes"
"Luxembourg","2010","2941","","tonnes"
"Madagascar","2007","0","","tonnes"
"Madagascar","2005","0","","tonnes"
"Madagascar","2002","0","","tonnes"
"Madagascar","1999","0","","tonnes"
"Malaysia","2015","452956.75","7","tonnes"
"Malaysia","2014","649496.6875","7","tonnes"
"Malaysia","2013","633929.5","7","tonnes"
"Malaysia","2012","678477.75","7","tonnes"
"Malaysia","2011","939730.8125","7","tonnes"
"Malaysia","2010","877489.375","7","tonnes"
"Malaysia","2009","686011.9375","7","tonnes"
"Malaysia","2008","624361.125","7","tonnes"
"Malaysia","2007","355471.1875","7","tonnes"
"Malaysia","2006","297001.40625","7","tonnes"
"Malaysia","2005","149569.984375","7","tonnes"
"Malaysia","2004","272419.59375","7","tonnes"
"Malaysia","2003","250260.453125","7","tonnes"
"Malaysia","2002","204666","7","tonnes"
"Malaysia","2001","123670","7","tonnes"
"Malaysia","2000","120570.9609375","7","tonnes"
"Malta","2014","0","","tonnes"
"Malta","2012","0","","tonnes"
"Malta","2010","73","","tonnes"
"Martinique","2013","5690","","tonnes"
"Martinique","2010","3415","","tonnes"
"Martinique","2008","990","5","tonnes"
"Mauritius","2015","2697.83618164063","8","tonnes"
"Mauritius","2014","1495.85034179688","8","tonnes"
"Mauritius","2013","1146.56750488281","8","tonnes"
"Mauritius","2012","944.109985351563","8","tonnes"
"Mauritius","2011","1027.97998046875","8","tonnes"
"Mauritius","2010","1005.32000732422","8","tonnes"
"Mauritius","2009","1275.44995117188","8","tonnes"
"Mauritius","2008","974.679992675781","8","tonnes"
"Mauritius","2007","1693","8","tonnes"
"Monaco","2015","0","","tonnes"
"Monaco","2014","0","","tonnes"
"Monaco","2013","0","","tonnes"
"Monaco","2012","0","","tonnes"
"Monaco","2011","0","","tonnes"
"Monaco","2010","0","","tonnes"
"Monaco","2009","0","","tonnes"
"Monaco","2008","0","","tonnes"
"Monaco","2007","0","","tonnes"
"Monaco","2006","0","","tonnes"
"Monaco","2005","0","","tonnes"
"Monaco","2004","0","","tonnes"
"Monaco","2003","0","","tonnes"
"Monaco","2002","0","","tonnes"
"Monaco","2001","0","","tonnes"
"Monaco","2000","0","","tonnes"
"Monaco","1999","0","","tonnes"
"Monaco","1998","0","","tonnes"
"Monaco","1997","0","","tonnes"
"Monaco","1996","0","","tonnes"
"Monaco","1995","0","","tonnes"
"Monaco","1990","0","","tonnes"
"Morocco","2008","55144","","tonnes"
"Netherlands","2014","2535296","","tonnes"
"Netherlands","2012","2575789","","tonnes"
"Netherlands","2010","2289126","","tonnes"
"Niger","2005","0","","tonnes"
"Niger","2004","0","","tonnes"
"Norway","2014","425710","","tonnes"
"Norway","2012","208234","","tonnes"
"Norway","2010","574162","","tonnes"
"Philippines","2015","1229633.5","","tonnes"
"Philippines","2014","913597.8125","","tonnes"
"Philippines","2013","6616669.5","","tonnes"
"Philippines","2012","401064","","tonnes"
"Philippines","2011","4595184","","tonnes"
"Philippines","2010","254485","","tonnes"
"Philippines","2009","2109772","","tonnes"
"Philippines","2008","259076912","","tonnes"
"Philippines","2007","303077","","tonnes"
"Philippines","2006","1473130","","tonnes"
"Philippines","2005","1095339","","tonnes"
"Philippines","2000","69555","9","tonnes"
"Philippines","1995","69555","9","tonnes"
"Poland","2014","1492430","","tonnes"
"Poland","2012","1158065","","tonnes"
"Poland","2010","1117841","","tonnes"
"Portugal","2014","125403","","tonnes"
"Portugal","2012","126165","","tonnes"
"Portugal","2010","149491","","tonnes"
"Republic of Moldova","2015","935","10","tonnes"
"Republic of Moldova","2014","854","10","tonnes"
"Republic of Moldova","2013","834","10","tonnes"
"Republic of Moldova","2012","571","10","tonnes"
"Republic of Moldova","2011","874","10","tonnes"
"Republic of Moldova","2010","593","10","tonnes"
"Republic of Moldova","2009","594","10","tonnes"
"Republic of Moldova","2008","800","10","tonnes"
"Republic of Moldova","2007","1478","10","tonnes"
"Republic of Moldova","2006","780","10","tonnes"
"Republic of Moldova","2005","271","10","tonnes"
"Republic of Moldova","2004","576","10","tonnes"
"Republic of Moldova","2003","601","10","tonnes"
"Republic of Moldova","2002","1108","10","tonnes"
"Republic of Moldova","2001","652","10","tonnes"
"Republic of Moldova","2000","1083","10","tonnes"
"Republic of Moldova","1999","477","10","tonnes"
"Republic of Moldova","1998","823","10","tonnes"
"Republic of Moldova","1997","299","10","tonnes"
"Republic of Moldova","1996","370","10","tonnes"
"Republic of Moldova","1995","169","10","tonnes"
"Republic of Moldova","1990","11399","10","tonnes"
"Réunion","2013","4860","","tonnes"
"Réunion","2000","78","","tonnes"
"Réunion","1997","0","","tonnes"
"Romania","2014","190958","","tonnes"
"Romania","2012","202734","","tonnes"
"Romania","2010","240506","","tonnes"
"Russian Federation","2013","102098720","11","tonnes"
"Russian Federation","2012","91754336","11","tonnes"
"Russian Federation","2011","96765408","11","tonnes"
"Russian Federation","2010","83481344","11","tonnes"
"Russian Federation","2009","102961088","11","tonnes"
"Russian Federation","2008","89089072","11","tonnes"
"Russian Federation","2007","105552304","11","tonnes"
"Russian Federation","2006","95996536","11","tonnes"
"Russian Federation","2005","71982888","11","tonnes"
"Russian Federation","2004","75552800","11","tonnes"
"Russian Federation","2003","111437552","11","tonnes"
"Russian Federation","2002","220528384","11","tonnes"
"Saint Lucia","2015","2291","","tonnes"
"Saint Lucia","2014","2302","","tonnes"
"Saint Lucia","2013","1303","","tonnes"
"Saint Lucia","2012","0","","tonnes"
"Saint Lucia","2011","0","","tonnes"
"Saint Lucia","2010","0","","tonnes"
"Saint Lucia","2009","0","","tonnes"
"Saint Lucia","2008","0","","tonnes"
"Saint Lucia","2007","0","","tonnes"
"Saint Lucia","2006","0","","tonnes"
"Saint Lucia","2005","0","","tonnes"
"Saint Lucia","2004","0","","tonnes"
"Saint Vincent and the Grenadines","2002","0","","tonnes"
"Serbia","2015","52796","","tonnes"
"Serbia","2014","56251","","tonnes"
"Serbia","2013","31303","","tonnes"
"Serbia","2012","42127","","tonnes"
"Serbia","2011","90026","","tonnes"
"Serbia","2010","99559","","tonnes"
"Serbia","2009","106176","","tonnes"
"Serbia","2008","134405","","tonnes"
"Slovakia","2014","42719","","tonnes"
"Slovakia","2012","40196","","tonnes"
"Slovakia","2010","31131","","tonnes"
"Slovenia","2014","69613","","tonnes"
"Slovenia","2012","48005","","tonnes"
"Slovenia","2010","45643","","tonnes"
"South Africa","2015","4589600.5","12","tonnes"
"South Africa","2014","5741302","","tonnes"
"South Africa","2013","64042.8984375","13","tonnes"
"South Africa","2012","17468","14","tonnes"
"South Africa","2011","85054","","tonnes"
"South Africa","2009","69441","15","tonnes"
"South Africa","2008","9033.599609375","16","tonnes"
"South Africa","2007","7285","16","tonnes"
"South Africa","2006","6079.60009765625","17","tonnes"
"Spain","2014","1658969","","tonnes"
"Spain","2012","1612927","","tonnes"
"Spain","2010","1618549","","tonnes"
"State of Palestine","2014","0","","tonnes"
"State of Palestine","2012","0","","tonnes"
"State of Palestine","2010","0","","tonnes"
"State of Palestine","2009","0","","tonnes"
"State of Palestine","2008","0","","tonnes"
"State of Palestine","2007","0","","tonnes"
"State of Palestine","2006","0","","tonnes"
"State of Palestine","2005","0","","tonnes"
"State of Palestine","2004","0","","tonnes"
"State of Palestine","2003","0","","tonnes"
"Sweden","2014","411036","","tonnes"
"Sweden","2012","454933","","tonnes"
"Sweden","2010","245358","","tonnes"
"Thailand","2015","360000","","tonnes"
"Thailand","1996","153818","","tonnes"
"The former Yugoslav Republic of Macedonia","2012","4900.4599609375","","tonnes"
"The former Yugoslav Republic of Macedonia","2010","3842","","tonnes"
"The former Yugoslav Republic of Macedonia","2008","3488.330078125","","tonnes"
"Tunisia","2001","14000","18","tonnes"
"Tunisia","2000","14000","18","tonnes"
"Tunisia","1990","12000","18","tonnes"
"Turkey","2014","437731","","tonnes"
"Turkey","2012","555754","","tonnes"
"Turkey","2010","200627","","tonnes"
"Ukraine","2015","314543.1875","","tonnes"
"Ukraine","2014","327133.5","","tonnes"
"Ukraine","2013","439048.59375","","tonnes"
"Ukraine","2012","541355.5","","tonnes"
"Ukraine","2011","597528.8125","","tonnes"
"Ukraine","2010","642391.5","","tonnes"
"Ukraine","2009","794406.625","","tonnes"
"Ukraine","2008","894834.375","","tonnes"
"Ukraine","2007","995424.3125","","tonnes"
"Ukraine","2006","789994","","tonnes"
"Ukraine","2005","811305","","tonnes"
"Ukraine","2004","689364.8125","","tonnes"
"Ukraine","2003","802010.375","","tonnes"
"Ukraine","2002","1310756.875","","tonnes"
"Ukraine","2001","2170048","","tonnes"
"Ukraine","2000","1280924.25","","tonnes"
"Ukraine","1999","1070461.25","","tonnes"
"Ukraine","1998","1497810","","tonnes"
"Ukraine","1997","1559630","","tonnes"
"Ukraine","1996","1357802.25","","tonnes"
"Ukraine","1995","1576898.25","","tonnes"
"United Arab Emirates","2015","37124.046875","","tonnes"
"United Arab Emirates","2014","52971.6484375","19","tonnes"
"United Arab Emirates","2013","10515","19","tonnes"
"United Arab Emirates","2012","0","19","tonnes"
"United Arab Emirates","2011","0","","tonnes"
"United Arab Emirates","2010","0","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2014","1540758","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2012","1280112","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2010","284211","","tonnes"
"United Republic of Tanzania","2015","1","20","tonnes"
"United Republic of Tanzania","2014","1","20","tonnes"
"United Republic of Tanzania","2013","0.870000004768372","20","tonnes"
"United Republic of Tanzania","2012","0.870000004768372","20","tonnes"
"United Republic of Tanzania","2011","0.800000011920929","20","tonnes"
"United Republic of Tanzania","2010","0.800000011920929","20","tonnes"
"United Republic of Tanzania","2009","0.75","20","tonnes"
"United Republic of Tanzania","2008","0.75","20","tonnes"
"United Republic of Tanzania","2007","0.689999997615814","20","tonnes"
"United Republic of Tanzania","2006","0.620000004768372","20","tonnes"
"United Republic of Tanzania","2005","0.620000004768372","20","tonnes"
"United Republic of Tanzania","2004","0.5","20","tonnes"
"United Republic of Tanzania","1990","0.200000002980232","20","tonnes"
"Zambia","2005","25000","21","tonnes"
"Zambia","2000","10000","21","tonnes"
"Zimbabwe","2015","0","","tonnes"
"Zimbabwe","2014","0","","tonnes"
"Zimbabwe","2013","0","","tonnes"
"Zimbabwe","2012","0","","tonnes"
"Zimbabwe","2011","0","","tonnes"
"Zimbabwe","2010","0","","tonnes"
"Zimbabwe","2009","0","","tonnes"
"Zimbabwe","2007","0","","tonnes"
"Zimbabwe","2006","0","","tonnes"
"Zimbabwe","2005","0","","tonnes"
"Zimbabwe","2004","0","","tonnes"
"Zimbabwe","2003","0","","tonnes"
"Zimbabwe","2002","0","","tonnes"
"Zimbabwe","2001","0","","tonnes"
"Zimbabwe","2000","0","","tonnes"

"fnSeqID","Footnote"
"1","Classification of waste by classes of hazard is done in accordance with the relevant legislation of RA and the Classifier, which was last amended in 2010. That's why the indicators for the years preceding 2010 and the years following 2010 are not compatible."
"2","The figures partially consider utilization or disposal of waste accumulated during previous years. Besides, hazardous waste treated or disposed during the year includes hazardous waste exported during the year."
"3","Estimated data."
"4","Waste oil recycled at private treatment facilities and waste exported (and recycled abroad)."
"5","Partial total."
"6","Break in time series."
"7","Data collected from Local Off-site Recovery Facilities."
"8","Data refer to used oil."
"9","Recycled and/or rescued hazardous waste on/off site facilities, based on the study on Hazardous Waste Management in the Philippines by Japan International Cooperation Agency (JICA)."
"10","Used waste."
"11","Data on volume of salvaged and detoxified waste."
"12","Source: all provinces; 21 municipalities; 39 facilities."
"13","Source: 5 Provinces (Kwa Zulu Natal, Mpumalanga, North West, Northern Cape and Western Cape); 11 municipalities; 19 facilities."
"14","Source: 1 province (Kwa Zulu Natal) ; 1 municipality; 1 facility."
"15","Source: 2 provinces ( KZN and Eastern Cape) ; 4 municipalities, 6 facilities."
"16","Source: 3 provinces (Mpumalanga, KZN and Eastern Cape); 4 municipalities, 6 facilities."
"17","Source: 3 provinces (Mpuamalanga, KZN and Eastern Cape); 4 municipalities; 8 facilities."
"18","Regeneration of used lubricanting oils. Source: SOTULUB."
"19","Different recovery methods (recycling within the processing facility, selling to processing companies or other methods of recovery for recycling)"
"20","Data refer to Dodoma only."
"21","Waste oil used as fuel in boilers and furnaces."
